,username,password,role
1969,NRUF75J,3PE983Y,admin
1970,V8XU8JI,7TY44CF,admin
1971,8M76SKO,6SGUD9D,management
1972,PFGSBIY,M4D3YLY,clinician
1973,FX105SO,ZW7M9W0,admin
1974,E51T74K,XCVDOND,admin
1975,LUSVS3C,9XS6RNJ,nurse
1976,WFLBAR0,C9A9Q6Z,management
1977,A5H0V8I,NMSZM5D,clinician
1978,ES6ENRR,L6FSMGK,clinician
1979,WRKVC6S,R20DF3I,nurse
1980,3BKF4JQ,CHC2WR0,clinician
1981,041BOBI,GOUDZQV,management
1982,O8FPM9G,9NDP1RU,nurse
1983,N6LL7MV,8BA871K,nurse
1984,QCF5MOM,DG37ADP,management
1985,QYFDJH1,0LV514U,admin
1986,8VD04CS,AXITNCH,clinician
1987,UWH0EBS,9LRB9SG,management
1988,B2ZQD69,AGXRVF4,management
1989,NAR7NW2,WEWHP4R,clinician
1990,UK5TWWH,WM4W0BS,nurse
1991,R8I6BB7,JTL113D,clinician
1992,SBZ1F4J,ZU7VBVT,management
1993,OIPWYHS,6STLBEX,admin
1994,8A8V1RJ,G9YHNAG,nurse
1995,PYMWVIW,Z0RUDUV,nurse
1996,RJG4Z5D,HQ6TWR7,clinician
1997,EA8M9L2,NR5SBT2,nurse
1998,GP8NUBA,H0BX1F8,nurse
1999,QTK2J0L,NEYN12U,management
